file_id,view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,response,stimulus,key_press
data_2019-12-17-16-06-52_hcu18tsyj6,"[{""page_index"":0,""viewing_time"":1580.0000000000005},{""page_index"":1,""viewing_time"":847.9999999999995},{""page_index"":2,""viewing_time"":704},{""page_index"":3,""viewing_time"":1208.000000000001}]",4342,instructions,0,4345,0.0-0.0-0.0,NA,NA,NA
data_2019-12-17-16-06-52_hcu18tsyj6,NA,10409,html-slider-response,1,14960,0.0-0.0-1.0-0.0,7,Working hard I am,NA
data_2019-12-17-16-06-52_hcu18tsyj6,NA,1974.9999999999964,html-slider-response,2,17937,0.0-0.0-1.0-0.1,1,I'm working hard,NA
data_2019-12-17-16-06-52_hcu18tsyj6,NA,1986,html-slider-response,3,20925,0.0-0.0-1.0-0.2,7,Hard working is I,NA
data_2019-12-17-16-06-52_hcu18tsyj6,NA,2011,html-slider-response,4,23939,0.0-0.0-1.0-0.3,7,I is working hard,NA
data_2019-12-17-16-06-52_hcu18tsyj6,NA,797,html-keyboard-response,5,25737,0.0-0.0-2.0,NA,All done! Press any key to finish,13
